Country,REF_AREA,Indicator,Time period, Child Mortality Rate,UNIT_MEASURE:Unit of measure
Slovakia,SVK, Child mortality rate (aged 1-4 years),2005,1.387153406,D_PER_1000_1: Deaths per 1000 children aged 1
Slovakia,SVK, Child mortality rate (aged 1-4 years),2010,1.219508468,D_PER_1000_1: Deaths per 1000 children aged 1
Slovakia,SVK, Child mortality rate (aged 1-4 years),2015,1.102400664,D_PER_1000_1: Deaths per 1000 children aged 1
Slovakia,SVK, Child mortality rate (aged 1-4 years),2017,1.066067583,D_PER_1000_1: Deaths per 1000 children aged 1
Slovakia,SVK, Child mortality rate (aged 1-4 years),2019,1.035910561,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2000,0.918036614,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2005,0.732595359,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2010,0.586003886,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2015,0.488436664,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2017,0.462238487,D_PER_1000_1: Deaths per 1000 children aged 1
Slovenia,SVN, Child mortality rate (aged 1-4 years),2019,0.440943002,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2000,0.696039796,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2005,0.628718922,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2010,0.546569405,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2015,0.519326281,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2017,0.502286345,D_PER_1000_1: Deaths per 1000 children aged 1
Sweden,SWE, Child mortality rate (aged 1-4 years),2019,0.478332445,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2000,47.80756565,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2005,52.6546883,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2010,31.75750892,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2015,15.07924133,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2017,15.00606072,D_PER_1000_1: Deaths per 1000 children aged 1
Swaziland,SWZ, Child mortality rate (aged 1-4 years),2019,13.62282285,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2000,1.953645566,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2005,1.972180718,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2010,2.009912467,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2015,2.051203916,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2017,2.059129321,D_PER_1000_1: Deaths per 1000 children aged 1
Seychelles,SYC, Child mortality rate (aged 1-4 years),2019,2.030922601,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2000,3.528453282,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2005,2.896935079,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2010,2.762574468,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2015,16.41143739,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2017,4.883920445,D_PER_1000_1: Deaths per 1000 children aged 1
Syrian Arab Republic,SYR, Child mortality rate (aged 1-4 years),2019,3.914311864,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2000,93.86772202,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2005,82.49663626,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2010,69.94747317,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2015,57.79529248,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2017,53.01401704,D_PER_1000_1: Deaths per 1000 children aged 1
Chad,TCD, Child mortality rate (aged 1-4 years),2019,48.34630842,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2000,47.91175105,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2005,39.53826672,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2010,32.67565395,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2015,26.38201972,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2017,24.16465933,D_PER_1000_1: Deaths per 1000 children aged 1
Togo,TGO, Child mortality rate (aged 1-4 years),2019,22.03409962,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2000,3.312899408,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2005,2.450304457,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2010,1.9091676,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2015,1.53885495,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2017,1.418517259,D_PER_1000_1: Deaths per 1000 children aged 1
Thailand,THA, Child mortality rate (aged 1-4 years),2019,1.303556656,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2000,17.18288272,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2005,9.126936994,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2010,6.113141027,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2015,4.993309843,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2017,4.631490142,D_PER_1000_1: Deaths per 1000 children aged 1
Tajikistan,TJK, Child mortality rate (aged 1-4 years),2019,4.258030051,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2000,13.01515152,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2005,8.208775452,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2010,6.178585026,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2015,6.010768858,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2017,6.162768324,D_PER_1000_1: Deaths per 1000 children aged 1
Turkmenistan,TKM, Child mortality rate (aged 1-4 years),2019,6.087339641,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2000,26.62828679,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2005,18.42675854,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2010,13.48407482,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2015,10.65161103,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2017,9.587531643,D_PER_1000_1: Deaths per 1000 children aged 1
Timor-Leste,TLS, Child mortality rate (aged 1-4 years),2019,8.632214458,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2000,2.417952523,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2005,2.083020903,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2010,1.856062388,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2015,1.744148545,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2017,1.706397118,D_PER_1000_1: Deaths per 1000 children aged 1
Tonga,TON, Child mortality rate (aged 1-4 years),2019,1.653918943,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2000,3.332865862,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2005,3.018417705,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2010,2.562888316,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2015,2.134079501,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2017,1.999103939,D_PER_1000_1: Deaths per 1000 children aged 1
Trinidad and Tobago,TTO, Child mortality rate (aged 1-4 years),2019,1.877725017,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2000,5.10260727,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2005,3.336229936,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2010,2.667402561,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2015,2.452138234,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2017,2.432085095,D_PER_1000_1: Deaths per 1000 children aged 1
Tunisia,TUN, Child mortality rate (aged 1-4 years),2019,2.402142806,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2000,7.211048414,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2005,4.196642041,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2010,2.619103787,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2015,1.824183132,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2017,1.616967902,D_PER_1000_1: Deaths per 1000 children aged 1
Turkey,TUR, Child mortality rate (aged 1-4 years),2019,1.446054908,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2000,55.63067338,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2005,37.62646522,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2010,25.81665615,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2015,17.76750704,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2017,16.30062708,D_PER_1000_1: Deaths per 1000 children aged 1
"Tanzania, United Republic of",TZA, Child mortality rate (aged 1-4 years),2019,15.07069913,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2000,64.54207601,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2005,44.2192337,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2010,28.11869899,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2015,17.3635421,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2017,14.74990376,D_PER_1000_1: Deaths per 1000 children aged 1
Uganda,UGA, Child mortality rate (aged 1-4 years),2019,12.80290657,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2000,2.64216372,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2005,2.046963355,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2010,1.656609264,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2015,1.363555691,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2017,1.287580606,D_PER_1000_1: Deaths per 1000 children aged 1
Ukraine,UKR, Child mortality rate (aged 1-4 years),2019,1.232699705,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2000,2.220819455,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2005,1.92338192,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2010,1.468466542,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2015,1.244223493,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2017,1.113244423,D_PER_1000_1: Deaths per 1000 children aged 1
Uruguay,URY, Child mortality rate (aged 1-4 years),2019,0.967260823,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2000,1.342751155,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2005,1.22525537,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2010,1.096864732,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2015,0.992343526,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2017,0.958940248,D_PER_1000_1: Deaths per 1000 children aged 1
United States,USA, Child mortality rate (aged 1-4 years),2019,0.924833888,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2000,10.35727431,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2005,6.066814255,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2010,3.318348813,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2015,2.082057475,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2017,1.836028904,D_PER_1000_1: Deaths per 1000 children aged 1
Uzbekistan,UZB, Child mortality rate (aged 1-4 years),2019,1.662812233,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2000,3.092004395,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2005,2.620142237,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2010,2.113603872,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2015,1.564612643,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2017,1.398305202,D_PER_1000_1: Deaths per 1000 children aged 1
Saint Vincent & the Grenadines,VCT, Child mortality rate (aged 1-4 years),2019,1.261804966,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2000,3.233162171,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2005,2.686971852,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2010,2.434413438,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2015,2.732113648,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2017,3.231933138,D_PER_1000_1: Deaths per 1000 children aged 1
Venezuela,VEN, Child mortality rate (aged 1-4 years),2019,3.231434839,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2000,6.552869471,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2005,5.220961738,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2010,4.715718456,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2015,4.48800889,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2017,4.402850431,D_PER_1000_1: Deaths per 1000 children aged 1
Vietnam,VNM, Child mortality rate (aged 1-4 years),2019,4.327140905,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2000,4.839560879,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2005,4.698028193,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2010,4.792484668,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2015,4.475723093,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2017,4.176385611,D_PER_1000_1: Deaths per 1000 children aged 1
Vanuatu,VUT, Child mortality rate (aged 1-4 years),2019,3.884760548,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2000,3.187650267,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2005,2.827526967,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2010,2.842701795,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2015,2.704134048,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2017,2.6338763,D_PER_1000_1: Deaths per 1000 children aged 1
Samoa,WSM, Child mortality rate (aged 1-4 years),2019,2.514669274,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2000,28.19675331,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2005,19.31052011,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2010,13.97171204,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2015,15.359156,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2017,15.02244492,D_PER_1000_1: Deaths per 1000 children aged 1
Yemen,YEM, Child mortality rate (aged 1-4 years),2019,15.97019241,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2000,23.25862348,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2005,30.66150357,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2010,16.50043598,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2015,8.17914873,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2017,7.733121877,D_PER_1000_1: Deaths per 1000 children aged 1
South Africa,ZAF, Child mortality rate (aged 1-4 years),2019,7.237682434,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2000,71.7033889,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2005,47.28692847,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2010,28.93099077,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2015,22.04162532,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2017,20.92024842,D_PER_1000_1: Deaths per 1000 children aged 1
Zambia,ZMB, Child mortality rate (aged 1-4 years),2019,21.07250674,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2000,46.36840686,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2005,41.98243679,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2010,35.08429967,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2015,19.17174585,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2017,17.40413652,D_PER_1000_1: Deaths per 1000 children aged 1
Zimbabwe,ZWE, Child mortality rate (aged 1-4 years),2019,16.17381403,D_PER_1000_1: Deaths per 1000 children aged 1
